,Sys no.,Link,Title,Subject: 650 field only,Questions,Subject 1,Subject 2,Subject 3,Subject 4,Subject 5,Best Bets
LA,2351563,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2351563",SimplyAnalytics,Geographic information systems--Software.;Digital mapping--Software.,?,,,,,,
LA,2352144,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2352144",Keesing's world news archive,"World politics--20th century--Databases.;World politics--21st century--Databases.;History, Modern--20th century--Databases.;History, Modern--21st century--Databases.;Current events--Databases.",,History,Political Science,Global Affairs,,,
LA,2352179,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2352179",PsycARTICLES,Psychology--Periodicals--Indexes.,,Psychology,,,,,
LA,2355059,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2355059",17th-18th century Burney Collection newspapers,British newspapers--17th century--Indexes.;British newspapers--18th century--Indexes.,,History,,,,,
LA,2355204,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2355204",19th century British Library newspapers,British newspapers--19th century--Indexes.,,History,,,,,
LA,2355205,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2355205",19th century UK periodicals,British periodicals--19th century--Indexes--Databases.,,History,,,,,
LA,2356684,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2356684",Springer eBook collection in computer science,Computer science.,,Computer Science and Engineering,,,,,
LA,2358917,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2358917",Audit analytics.,Auditing--Databases.;Accounting firms--Databases.,,Business,,,,,
LA,2360757,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2360757",Leiden Armenian lexical textbase,"Armenian language, Classical.",?,,,,,,
LA,2360962,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2360962",Oxford scholarship online.,"Anthropology.;Archaeology.;Biology.;Commerce.;Management.;Classical philology.;Civilization, Classical.;Economics.;Finance.;Mass media.;History.;Law.;Linguistics.;Literature.;Mathematics.;Music.;Neurosciences.;Palliative treatment.;Philosophy.;Physics.;Political science.;Psychology.;Public health.;Epidemiology.;Religion.;Social service.;Culture.;Sociology.",?,,,,,,
LA,2361014,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2361014",Cambridge histories online,History--Databases.,,History,,,,,
LA,2364921,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2364921",Accounting research manager.,Accounting.;Accounting--Standards.;Accounting--Law and legislation.;Auditing.;Auditing--Standards.;Auditing--Law and legislation.,,Business,,,,,
LA,2365524,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2365524",SciFinder,Chemistry--Abstracts.;Chemistry--Indexes.;Patents--Indexes.,,Chemistry and Biochemistry,Chemical Engineering,,,,
LA,2372861,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2372861",Charity navigator,Charities--United States.,,Business,,,,,
LA,2373126,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2373126",The digital Karl Barth library,"Theology, Doctrinal.;Reformed Church--Doctrines.;Reformed Church--Sermons.;Sermons, German.;Christian ethics--Reformed authors.;Theologians--Switzerland--Correspondence.;Theologians--Switzerland--Interviews.;Theology.;Neo-orthodoxy.",,History,Theology and Religion,,,,
LA,2381153,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2381153",The Jazz discography /,Jazz--Discography.,,Music,,,,,
LA,2385891,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2385891","Immigration to the United States, 1789-1930",Emigration and immigration--History--19th century.;Emigration and immigration--History--20th century.,,History,,,,,
LA,2409965,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2409965",Dictionnaire d'histoire et de géographie ecclésiastiques,Church history--Dictionaries.;Ecclesiastical geography--Dictionaries.,,Theology and Religion,History,,,,
LA,2410061,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2410061",Careershift :,Job postings--Databases.;Business enterprises--Directories.;Job hunting.;Career development.;Applications for positions.,,Business,,,,,
LA,2415094,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2415094",Revue d'histoire ecclésiastique.,Church history--Bibliography.,,History,,,,,
LA,2417231,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2417231",GuideStar Pro,"Charities--United States--Directories.;Nonprofit organizations--United States--Directories.;Corporations--Charitable contributions--United States.;Charities--United States--Information services.;Charity organization--United States--Information services.;Endowment of research--United States--Information services.;Endowments--United States--Information services.;Humanitarianism--United States--Information services.;Social service--United States--Information services.;Grants-in-aid--United States.;Charitable uses, trusts, and foundations--Taxation--United States.;Nonprofit organizations--Databases.;Charities.",,Business,,,,,
LA,2418140,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2418140",PsycINFO.,Psychology--Periodicals--Indexes.;Psychology--Abstracts.;Psychology--Indexes.;Psychological literature--Abstracts.,,Psychology,,,,,
LA,2418141,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2418141",Data-Planet statistical datasets.,Statistics--Databases.,?,,,,,,
LA,2422723,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2422723",[Maʼagarim],Hebrew language--Dictionaries.;Hebrew language--Sources--Databases.;Rabbinical literature--Databases.,?,Theology and Religion,,,,,
LA,2428357,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2428357",Serial set maps,Maps--Databases.,?,,,,,,
LA,2429385,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2429385",Latin American newspapers.,Latin American newspapers--Databases.,,"Latin American, Iberian, and Latino Studies",,,,,
LA,2439416,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2439416",VectorBase,Genomes--Databases.;Genomes--Computer network resources--Directories.;Biology--Research--Databases.,,"Biology, Environmental Sciences, and Medicine",,,,,
LA,2441777,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2441777",Research centers directory,Research--United States--Directories.;Research--Canada--Directories.;Learned institutions and societies--United States--Directories.;Learned institutions and societies--Canada--Directories.,?,,,,,,
LA,2443243,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2443243","African American newspapers, 1827-1998",African American newspapers--Databases.;American newspapers--Databases.;African Americans--History--19th century--Sources.;African Americans--History--20th century--Sources.,,History,Africana Studies,,,,
LA,2445458,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2445458",Jazz music library,Jazz.;Jazz vocals.,,Music,,,,,
LA,2450211,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2450211",AtoZ maps online,Atlases--Databases.;World maps--Databases.;Maps--Databases.,?,,,,,,
LA,2452530,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2452530",GeoScienceWorld,Geology--Periodicals--Indexes.;Earth sciences--Periodicals--Indexes.;Geology--Periodicals--Bibliography.;Earth sciences--Periodicals--Bibliography.;Geology--Periodicals--Directories.;Earth sciences--Periodicals--Directories.,,Earth Science,,,,,
LA,2453105,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2453105",Manuscript women's letters and diaries,Women--United States--Diaries.;Women--United States--Correspondence.;American letters--Women authors.,,History,American Studies,Gender Studies,,,
LA,2453248,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2453248",SharkRepellent.net.,Poison pills (Securities)--Databases.;Antitakeover strategies--Databases.;Consolidation and merger of corporations--Law and legislation--Databases.;Corporation law--Databases.,,Business,,,,,
LA,2453534,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2453534",Oxford biblical studies online,,,Theology and Religion,,,,,
LA,2454179,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2454179",Reaxys.,"Chemistry, Organic--Databases.;Chemical reactions--Databases.;Organic compounds--Synthesis--Databases.;Chemistry, Inorganic--Databases.;Organometallic compounds--Databases.",,Chemistry and Biochemistry,Chemical Engineering,,,,
LA,2461143,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2461143",Mental measurements yearbook,Educational tests and measurements--Bibliography.;Examinations--Bibliography.;Psychological tests--Bibliography.;Statistics--Bibliography.;Educational tests and measurements--Reviews.;Examinations--Reviews.;Psychological tests--Reviews.;Statistics--Reviews.,,Education,Psychology,,,,
LA,2462707,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2462707",Tests in print,Educational tests and measurements--Bibliography.;Examinations--Bibliography.;Psychological tests--Bibliography.;Personality tests--Bibliography.,,Education,Psychology,,,,
LA,2465878,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2465878",Oxford reference.,Encyclopedias and dictionaries--Databases.;English language--Dictionaries--Databases.;English language--Dictionaries--Polyglot--Databases.;Quotations--Databases.,?,,,,,,
LA,2471141,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2471141",Hemeroteca digital,Portuguese periodicals.;Portuguese newspapers.,,"Latin American, Iberian, and Latino Studies",,,,,
LA,2472840,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2472840",EStatement studies.,Financial statements--United States--Databases.;Business enterprises--United States--Finance--Statistics--Databases.,,Business,,,,,
LA,2473633,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2473633",Parker Library on the web,"Manuscripts, Medieval--Facsimiles.;Manuscripts, Medieval--Databases.;Manuscripts, Latin (Medieval and modern)--Facsimiles.;Manuscripts, Latin (Medieval and modern)--Databases.;Manuscripts, English (Old)--Facsimiles.;Manuscripts, English (Old)--Databases.;Manuscripts, Anglo-Norman--Facsimiles.;Manuscripts, Anglo-Norman--Databases.;Manuscripts, English (Middle)--Facsimiles.;Manuscripts, English (Middle)--Databases.",,Medieval Studies,,,,,
LA,2476431,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2476431",Index Islamicus,Islam--Indexes.;Islamic civilization--Indexes.,,"Arabic, Near Eastern, and Islamic Studies",,,,,
LA,2498968,"https://onesearch.library.nd.edu/primo-explore/search?tab=nd_campus&search_scope=nd_campus&vid=NDU&lang=en_US&offset=0&query=any,contains,2498968",Archive finder,Archives--United States--Directories.;Archives--Great Britain--Directories.;Archives--Ireland--Directories.;Manuscripts--United States--Directories.;Manuscripts--Great Britain--Directories.;Manuscripts--Ireland--Directories.,?,Multidisciplinary,,,,,
